,sentence
347,비속어일지라도 욕설이나 비하적 표현과는 거리가 다소 있더라도 신고 사유에 맞다면 말 그대로 신고하는 대로 다 잡혀가는 수준에 가까우며 반대로 누군가를 욕설로 신고한 경우 신고대상자는 수위 여부에 상관없이 중벌을 받는 반면 신고를 한 당사자는 부적절한 발언을 했더라도 본인이 신고를 받은 게 아니므로 제재를 받지 않는 것으로 보이는 등 블 리 자드 코리아가 기계적인 메뉴 얼만으로 성의 없이 처리하는 듯한 모습도 모인다.
348,"한국 서버와의 차이점이 있다면, 팀 탓, 욕설, 트롤링이 적고, 나름 즐거운 분위기로 게임을 한다는 것. 즉, 게임 플레이를 할 때 쾌적한 환경에서 게임을 즐길 수 있다는 것이 차이점이다."
349,"특히 경쟁 전에서는 팀과의 의사소통을 완전히 거부하고 묵묵히 게임하거나, 또는 반대로 영어 실력이 현저히 낮음에도 불구하고 시끄럽게 명령을 내리다가 잘 풀리지 않으면 한국말로 짜증을 내는 한국인 플레이어들의 영향으로 인해 한글 닉네임만 봐도 의욕을 잃거나 비아냥대기 시작하는 북미 유저들의 수가 실제로 늘어나고 있다."
350,"자신의 행동이 어쩌면 자기 자신뿐만 아니라 자국의 국민성을 욕보이는 행동이 될 수도 있다는 것을 기억하자. 유럽 국가들의 게임을 지원하는 서버로, 대한민국에서 접속할 때 가장 폭발 적인 핑이 생기는 서버. 300이 넘어간다."
351,채팅 창에 어 그로도 적으며 표면적으로도 욕이 없고 상호 간의 존중을 위해 존댓말 사용을 권장하고 있다.
352,다만 욕설이나 트롤링 등 진짜로 악질적인 행위는 하지 않는다.
353,[51 ]2020 년 8월 30일 새벽 2 시경에 지인들에게 자기소개를 할 때 굴욕적이라는 이유로 닉네임을 본 명인 진용원으로 변경했었으나 3시 쯤에 본명 그대로는 성이 너무 센 느낌이 든다고 ' 용원이' 로 다시 변경하였다.
354,다만 자신이 욕 먹는 게 짜증 나서 그런 건 아니라고 한다.
355,"미친...! 아니, 욕 나올 정도로 별 걸 다 했네?"
356,근데 처음엔 어 그로들 때문에 이유도 없이 욕을 먹었는데 하도 예능덱을 많이 굴리다 보니 진짜로 먼저 한 상황이 많아서 이제는 돌 념 글 컷을 지키는 모험 보스 취급 받는 중이다 .
357,"인트로는 이별 만이 인생이 다이며 나래이션은 욕설 때문에 류으미를 대신할 룬레이를 대역으로 썼으며, 아웃트로는 편집자 자작곡으로 대체했다.2019"
358,"이후 류으미와 함께 대차게 욕을 먹었으며, 투보 본인도 자신의 잘못을 인정하였다."
359,"게다가 법적으로 보아도 ' 아이 유' 가 워낙 대중적으로 유명하며 달리 아이 유라는 이름을 사용하는 개인 및 단체가 없기 때문에 일반적으로 ' 아이 유' 라는 단어를 사용하는 것 만으로도 연예인 이 지은에 대한 특정성이 성립되고 아이 유 소속 사 측에서 고소를 한다면 모욕죄에 해당될 가능성이 크며, 실제로 인터넷 방송인이 아이 유를 성희롱했다가 고소당한 선례가 이미 있다."
360,"그러나 사과 영상에는 속죄방송이 아니라 자숙을 하겠다는 내용이 추가 되지 않아 영상만 보고 욕하는 사람들이 존재하며, 이외에도 1차 사과 영상의 댓 글에선 아직 부정적인 반응이 대다수다."
361,또 방송의 욕설 감소를 위해 자체적으로 노력하는 모습을 보였다.
362,그 덕분에 방송에서는 놀라울 정도로 욕설이 깨끗이 사라졌다.
363,"( 물론 마크 에이지 4와 해신은 RPG가 주 이긴 하지만) 1년 내내 전쟁 진짜 전투민족이었다 하필 이 때가 ' 변화 없이 반복되는 일일 컨텐츠' 라며 욕을 먹고 있던 상황인지라, 일일 컨텐츠의 비중을 줄이고 대규모 컨텐츠로 롱런을 기대한 것 같지만 시청자 입장에선 ' 변화 없이 반복되는 일일 컨텐츠 → 전쟁 컨텐츠' 가 됐을 뿐이다."
364,"방송 도중에 일어난 일이라 악어 크루 전원이 분노했고, 그 중 만득은 욕설과 함께 "" 이래서 대규모 컨텐츠 만들기가 싫은 거다."
365,컨텐츠의 대한 상세한 설명은 하위 문서 참고. 본래 방송 내 욕설 규제사항은 없었으나 욕설 때문에 방송을 보는 도중에 눈 쌀을 찌푸리는 시청자들이 여럿 있었기 때문에 늪지대에서 대개혁이 일어난 2014년 중반기 부분 부터는 방송 내 욕 사용을 자제하고 있다.
366,때문에 방송 내 욕설이 거의 없는 편. 다만 핑 맨 같이 입이 거친 멤버들은 우발적으로 욕을 하는 경우가 있긴 하지만 다른 방송에 비해서 심한 정도는 아니다.
367,"이 때문에 2015년 초에 팬 카페에서는 등수놀이, 빠, 욕설 등의 행위는 전부 삭제하고 차단하겠다고"
368,[70] 특히 악어가 빠르게 탈락하거나 패배하는 상황에서는 해당 원인을 제공한 멤버를 향해 욕설과 비난이 넘친다.
369,클럽에서 누군가 엉덩이를 만지는 듯한 느낌에 욕을 하며 뒤로 돌자마자 자신을 보며 웃고 있는 외국인 남자와 눈을 마주쳐 그대로 굳어 버렸다고
370,"[8] 양 띵 피 셜로, 크루들 중 가장 욕을 잘 쓰기도 하지만, 무섭게 쓴다고 한다."
371,"특히 삼식에게 얄미운 말투로 입 딜을 시전하면, 웬만 해선 밀리지 않고 받아치는 삼식도 형 호칭 집어치우고 바로 소리지르며 욕을 하게 만든다."
372,무작정 육성 듀얼 블레이드 편에서 2차를 한 뒤 사냥 연계 기도 제대로 못 사용하고 1차 스킬로 사냥을 한 것으로 인해서 댓 글로 욕을 먹은 적이 있다.
373,년 2월 중순 즈음에 개구릿 대의 몇몇 무개념 악성 팬들이 메이 플 스토리 유 튜버 수메에게 ' 수 메가 개구릿 대의 영상을 표절했다' 라며 수 메의 영상에 댓 글로 욕을 하는 등 시비를 걸었다.
374,"대표적인 곡이 그 가사 수준으로 욕 먹었던 ' 못 먹는 감' 바로 다음 트랙인 ' 외로운 동물'. 친동생도 형은 왜 가사 진지하게 쓰면 잘 쓰는데 왜 그 따 구로밖에 안 쓰냐고 타박도 하는 듯. 재밌는 점은 워낙 까이다 보니 힙합에서도 조금씩 재평가 받았었는데, 재평가 받는 장소가 아이러니하게도 힙합 씬의 물을 흐린다 평가 받는 쇼 미 더 머니라는 것이다."
375,과거에는 리스 너들이 화려했던 언더 그라운드 시절을 추억하며 비판을 하는 형세였지만 지금은 이마 저도 거의 완전한 무관심으로 바뀐 상태. 힙합관련 사이트에서도 산 이에 관한 글을 찾아보기가 매우 힘 드며 가뭄 속에서 콩 나듯 산이 글이 어쩌다 한 두 개 올라와도 욕은커녕 ' 저 형 잘 살고 있나
376,[23] 해당 영상 인터넷 방송이라 그런지 욕이 찰지다 2013년 2월 13일 자기 앨범은 안 내놓고 15& 와 같이 작업한 곡인 ' 학교를 안 갔어!
377,대부분 잘 나왔다는 반응. 후에 네 가지 쇼에서 회고 하기를 욕까지 하면서 싸웠지만 결국 체념하고 처음부터 음악을 다시 공부하기 시작했다고
378,욕은 좀 먹을지언정 11월 6일 브랜뉴뮤직에서 내는 두 번째 싱글 ' 어디서 잤어
379,"그런데 산이 는 편집 상의 이유인지 유독 참가자들을 비웃거나 비꼬는 부분 [43] 이 많아서 욕을 좀 들어먹었고, 특히 바스코와의 의견 충돌이 두드러지게 나타나며 팀웤이 안 좋은 모습을 보였다."
380,"그런데 이는 바스코가 락을 고집했기 때문도 있고, 욕 먹었기로 치면 오히려 커버해 준 스윙스가 더 먹었다."
381,"주로 지 민에게 자신의 열렬한 사랑을 간간이 섞어 가며 진행을 맡는 중. 그리고 기 쎈 여성 래퍼들에게 간간이 욕도 좀 먹고 그러나 같은 소속 사인 제이스의 친목질, 지 민 편애, 경솔한 언행 [44 ]으로 좋지 못한 평도 많다."
382,[51]. 디스 곡 공개하면 분위기에 업혀서 자기 홍보한다며 욕 할거 면서 [52] 키스 에이 프 사건 이후로 재평가 받고 있다.
383,게다가 지각에 대해 관객들에게 사과를 한다고 고개를 숙이면서 관객들에게 중지를 세운 사진이 공개되면서 ' 사과하는 척 손가락으로 욕을 한 게 아니냐
384,"- 콘서트 무대 위에서의 산이, 발언 출처 2018년 12월 2일, 브랜 뉴 뮤직 소속 아티스트들의 콘서트인 브랜 뉴 이어 2018에서 산이 가 무대로 올라왔을 때, 관객 중 다수가 산 이에 대한 비방의 내용이 적힌 슬로건을 들고, 산 이의 공연 도중 온갖 욕설과 야유를 가하고, 어떤 관객은 비방이 적힌 돼지 인형을 무대로 던지는 등 무대 매너 라고는 찾아볼 수 없었던 사건. 산이 는 처음에 야유를 듣고도 "" 저는 여러분을 사랑으로 대하겠습니다"
385,"""며 분위기를 띄워 보려 노력한 듯 보이나 각종 비난, 욕설이 난무했었고, 앞서 말한 돼지 인형까지 던져 지자 산이 는 인형을 들고서는 방해꾼들을 향해 "" 너 넨 정신병"" 이라고 하며, 이 무대가 자신의 마지막 브랜 뉴 뮤직 콘서트라는 사실을 공개하였다."
386,"가사는 당시 산이에게 야유를 날린 래디 컬 페미니즘 성향의 관객들을 카운터 디스하는 내용. 몇 달 전 ' 보이루' 발언으로 곤욕을 치른 보 겸이 해당 넘버를 칭찬했으며, 산이 본인이 해당 댓 글을 고정했다."
387,언론 역시 지금까지의 행보와 마찬가지로 산이를 욕한 관객들의 횡포는 싹 잘라 내고 산이 vs 여자의 구도로 몰고가며 여혐 몰이에 일조하고 있다.
388,"같은 SBS에서 방송하는 본격 연예 한밤은 산이를 향한 손가락 욕이나 성적 모욕이 담긴 표현, "" 산 하다 추이야"" 등 비하 발언을 적은 팻말 등 산 이의 돌출 발언이 나온 배경과 ' 워 마 드는 독' 발언, 메 갈/ 워 마드를 여성 우월주의 커뮤니티라고 규정하는 자막, 공연 시작 전 산이 가 말한 발언 등이 담긴 영상이 나오는 등 아이러니한 행보를 보였다."
389,"이는 젠 지 복귀 이후에도 유지되고 있어서, 자신과 친분이 있는 룰 러와 라이프는 아예 실수를 하면 쌍 욕을 박을 정도로 얼 건을 왜 간 거야 이 ㄱㅅㄲ야, 얼건 갈 조합이 아니잖아"
390,그러므로 시스템을 탓하는 가브리엘의 주장 역시 틀린 말. [21] 물론 외국인 특유의 어색함도 있지만 가 비는 한국 욕부터 배웠다는 점에서 알아볼 수 있는 특유의 욕 어감을 볼 수 있다.
391,그렇다 보니 가 비가 욕하는 단 어가 리 다이렉트로 쓰일 정도로다.
392,대체로 게임이 잘 풀리지 않고 말리기 시작하면 욕부터 나온다.
393,"[24] 가 비 : 이 쉣 기 지 짜 평신섹키다만 PUBG를 주력으로 방송을 한국말로 꾸준히 하다 보니 이렇게 발음도, 어휘력도 뛰어난 욕설을 구사하게 됐다."
394,이 때문에 채팅 창에선 욕설이 자주 올라오는 편이다.
395,홍진 영은 가 비를 한국인보다 한국어 욕을 잘하는 외국인이라고 언급하기도 했다.
396,여자와 대화를 잘 못하는데 남자와는 잘하기 때문에 성욕해결에 아무 문제가 없을 것 같기 때문이라고 한다.
397,특히 공혁준과 듀오로 방송을 하며 찰진 욕 콜라보 레이션과 19 금 드립을 구사하면서 끈끈한 우정(?) 을 이어 나가고 있다.
398,"욕도 되돌아오기 시작했다 4초 만에 F-word 7번 내뱉기 신공한 때는 도타 2 실력을 보여주겠다며 스팀을 켜서 도타를 실행했는데, 진지한 눈빛으로 콘솔 커맨드까지 쳐가면서 세팅을 하더니 정작 큐를 돌리자 트롤 촌 큐 [25] 표시가 떴고 당황한 가브리엘은 과거 KDL 영상을 보여주며 상황을 무마하려고 애 썼다."
399,주 컨텐츠는 도비 버스로 티어를 올리고 솔 랭을 해서 귀신같이 내려와서 팀 탓을 하고 찰지게 욕을 하는 게 컨텐츠였다.
400,전 시즌 마스터인 유저와 듀오로 다이아에 올라온 이후( 사실상 대리) 솔 랭을 돌리다 본인의 하드 쓰로 잉+ 팀원들의 정치질에 멘 탈이 나가 온갖 욕을 쏟아 내고는 더 이상 솔 랭을 하지 않겠다고
401,트게더에 글을 올리면 답변을 종종 해 주는데 이전부터 비판 글이 있었지만 이 날 가 비를 까는 사람들이 글을 올리자 너무 감정적으로 반응하며 패 드립과 욕설로 대응했다.
402,"근데 상술했듯 가 비도 70점 대라는 게 함정 2016년 8월 16일, 트버워치 대회 당일. 전날 술 퍼먹고 경기 직전에 일어나서 경기 직전까지 오지 않아 욕을 먹고 경기에 임했다."
403,그리고 얍 얍 이 말이 화근이 되어서 시작된 이벤트 매치에서는 멘 탈이 나갔는지 계속 잠수를 타다 나 가져서 결국 리겜까지 가는 상황이 되어서 욕을 꽤나 먹었다.
404,"그러나 다음 날 함께 러스트를 하는 도중 의견 차이가 너무 심해 둘이 싸우게 되었고, 짭가비가 가 비한테 욕설과 함께 C4를 터뜨리고 게임을 종료해 버려서 앞으로 합방을 안 하게 될 것으로 보였으나, 다행히도 화해하였다.2016"
405,"하고, 다른 프로 팀 (ex: 루나 틱 하이) 이 방송 중일 때 자신은 시청자가 거의 없으며, 응원하는 시청자가 없어 의욕도 없다고 말하며 방송을 종료했다."
406,AaBbCc- [30] 다만 이 팀으로 쭉 갈지는 아직 미정. 여전히 팀 분위기를 망친다며 트수들에게 욕을 먹고 있다.
407,"1위를 유지하면서 하루하루 멘 탈이 부숴지는 듯. 평소엔 ' 핵에 죽은 판' 카운트가 많아야 5번 정도였는데 9번까지 올라가기도. 핵 때문에 블루 홀에 화를 내더니 결국 울먹이면서 욕을 내뱉기도... 랭킹 1위를 유지하면서 방송 키고 첫판부터 7판 연속으로 핵을 만난다 던가, 연속으로 핵에 죽으니 멘 탈이 나가 새로운 컨텐츠 : 핵에 죽어도 화를 안 냄을 밀고 나가다가 결국 멘 탈이 터져 며칠 휴 방 중. 원래 예정대로 면 9월에 한국에 와 방송도 하고, 배틀 그라운드 프로 준비도 하면서 지낼 생각이였으나 직업 인정이 안 돼 비자 발급이 안 됐다고"
408,"방송시간은 약 5 시간이 진행 되었고, 트위치에서 보이던 모습과는 다르게 180도로 변했다, 가 비방송의 핵심인 욕설은 1-2 번 정도 나오고 성 드립은 1도 찾아 볼 수 없고, 존댓말을 볼 수 있다."
409,"할 땐 언제고 항상 그렇듯 이 랬 다 저 랬 다 하는지라 더 지켜봐야겠지만.. [40] 지금까지 그래 왔듯 오후 5시, 12 시간도 안 돼서 다시 한국말을 쓰고 있다... 현재는 에이펙스 레 전 드로 방송 의욕이 다시 물오른 상태라,"
